client_id,country,country_risk,is_pep,sector,transaction_volume,account_age_years,nb_transactions_30d,avg_transaction_amount,nb_countries_involved,cash_ratio,adverse_media_score,beneficial_owner_complexity,source_of_wealth_verified,risk_label
CLT0718,France,Low,0,Legal,11193.82,2,59,15.81,10,0.279,0,0,1,0
CLT0719,Afghanistan,High,0,Finance,231925.53,7,29,666.45,13,0.129,3,2,1,2
CLT0720,Turkey,Medium,0,Construction,29706.63,19,80,30.94,6,0.179,1,1,1,1
CLT0721,Afghanistan,High,0,Mining,267191.89,7,40,556.65,12,0.191,0,0,1,2
CLT0722,Luxembourg,Low,0,Retail,36065.06,10,8,375.68,7,0.336,2,0,1,0
CLT0723,Germany,Low,0,Healthcare,26903.21,12,98,22.88,3,0.046,2,1,1,0
CLT0724,Brazil,Medium,1,Retail,31400.81,23,6,436.12,10,0.304,1,1,1,2
CLT0725,Cayman Islands,High,0,Finance,13929.27,27,45,25.79,2,0.174,0,0,1,0
CLT0726,Austria,Low,0,Technology,6499.4,18,53,10.22,13,0.53,0,0,1,0
CLT0727,UK,Low,0,Construction,1410.22,23,94,1.25,12,0.34,0,1,1,0
CLT0728,Japan,Low,0,Mining,12307.82,6,98,10.47,12,0.066,0,0,1,1
CLT0729,Luxembourg,Low,0,Real Estate,3096970.46,26,21,12289.57,10,0.328,2,1,0,2
CLT0730,Nigeria,High,0,Construction,122686.96,20,57,179.37,7,0.443,1,0,1,2
CLT0731,Germany,Low,0,Healthcare,981006.06,27,76,1075.66,1,0.306,0,1,1,0
CLT0732,Japan,Low,1,Retail,37149.26,21,6,515.96,2,0.197,0,0,1,0
CLT0733,Austria,Low,0,Construction,29658.91,28,63,39.23,3,0.327,0,1,1,0
CLT0734,Sweden,Low,0,Trading,786077.75,8,6,10917.75,4,0.415,1,0,1,1
CLT0735,Russia,High,0,Technology,105202.64,5,53,165.41,5,0.724,0,1,0,2
CLT0736,USA,Low,1,Technology,14286.73,3,4,297.64,4,0.496,1,0,1,1
CLT0737,Luxembourg,Low,0,Trading,154720.61,2,9,1432.6,10,0.394,0,0,1,1
CLT0738,Russia,High,0,Energy,390946.86,22,69,472.16,3,0.293,0,0,0,1
CLT0739,UK,Low,0,Energy,7031.75,6,74,7.92,1,0.094,1,1,1,0
CLT0740,Hong Kong,Medium,0,Finance,120209.04,7,72,139.13,7,0.332,0,1,0,2
CLT0741,Brazil,Medium,0,Legal,7765.24,8,87,7.44,12,0.2,1,1,0,2
CLT0742,North Korea,High,0,Real Estate,360458.82,4,4,7509.56,10,0.477,0,0,1,2
CLT0743,Brazil,Medium,1,Trading,84630.3,12,58,121.6,6,0.146,3,0,1,2
CLT0744,Canada,Low,1,Finance,153966.72,24,37,346.77,2,0.313,1,0,1,1
CLT0745,Switzerland,Low,0,Retail,43210.3,12,71,50.72,2,0.53,0,0,1,0
CLT0746,Russia,High,1,Trading,4136.46,17,6,57.45,3,0.301,1,1,1,2
CLT0747,New Zealand,Low,0,Legal,30879.62,22,51,50.46,8,0.462,0,0,1,0
CLT0748,Austria,Low,0,Trading,241532.49,22,79,254.78,8,0.396,0,0,1,0
CLT0749,Australia,Low,0,Legal,1191165.95,19,99,1002.66,10,0.692,0,1,1,0
CLT0750,France,Low,0,Legal,91439.71,9,50,152.4,10,0.232,0,1,1,0
CLT0751,North Korea,High,0,Legal,21385.56,12,96,18.56,10,0.085,3,1,1,2
CLT0752,Luxembourg,Low,0,Technology,133726.8,28,14,795.99,12,0.102,0,1,0,0
CLT0753,Denmark,Low,0,Construction,211048.26,21,99,177.65,10,0.08,0,0,1,0
CLT0754,USA,Low,0,Technology,73066.89,17,11,553.54,11,0.203,0,1,0,0
CLT0755,Mexico,Medium,0,Finance,66624.08,23,10,555.2,14,0.32,0,0,1,0
CLT0756,Denmark,Low,0,Technology,82488.35,10,61,112.69,12,0.34,0,0,1,0
CLT0757,Germany,Low,0,Technology,63916.04,30,81,65.76,8,0.316,0,0,1,0
CLT0758,Australia,Low,0,Retail,93589.31,19,13,599.93,7,0.254,0,0,1,0
CLT0759,Germany,Low,1,Trading,928517.84,26,34,2275.78,14,0.722,0,0,1,2
CLT0760,Brazil,Medium,0,Technology,2835.7,26,60,3.94,2,0.308,2,0,1,0
CLT0761,Switzerland,Low,0,Mining,41869.65,11,51,68.41,1,0.417,2,2,0,2
CLT0762,Norway,Low,1,Legal,14786.48,20,5,246.44,6,0.203,2,1,1,1
CLT0763,China,Medium,0,Trading,351935.99,22,74,396.32,11,0.347,0,2,1,2
CLT0764,Norway,Low,0,Energy,48468.86,24,32,126.22,8,0.149,0,1,1,0
CLT0765,Austria,Low,0,Retail,138629.08,13,12,962.7,1,0.053,0,2,0,0
CLT0766,Japan,Low,0,Construction,509385.39,4,52,816.32,3,0.246,3,0,0,2
CLT0767,Turkey,Medium,0,Retail,11831.08,15,13,75.84,1,0.184,0,0,0,0
CLT0768,Venezuela,High,0,Legal,27138.9,12,85,26.61,10,0.234,0,0,1,1
CLT0769,Nigeria,High,0,Trading,436316.67,25,54,673.33,9,0.22,1,1,1,2
CLT0770,Afghanistan,High,0,Construction,11141.21,24,97,9.57,7,0.112,0,1,1,0
CLT0771,USA,Low,0,Real Estate,28547.64,26,54,44.06,14,0.139,2,0,1,2
CLT0772,New Zealand,Low,0,Healthcare,5428.76,10,41,11.03,8,0.128,3,0,1,1
CLT0773,Austria,Low,0,Retail,462797.57,22,48,803.47,9,0.231,3,0,1,2
CLT0774,Norway,Low,0,Construction,25037.5,7,51,40.91,3,0.01,0,0,0,0
CLT0775,Myanmar,High,0,Finance,101391.11,24,47,179.77,10,0.162,0,1,1,1
CLT0776,Canada,Low,0,Construction,165044.51,2,50,275.07,11,0.308,0,0,1,0
CLT0777,Venezuela,High,0,Healthcare,17946.4,21,96,15.58,2,0.388,0,1,1,0
CLT0778,Venezuela,High,0,Legal,3442.66,29,76,3.77,6,0.203,0,2,0,1
CLT0779,Switzerland,Low,0,Trading,43079.56,7,46,78.04,5,0.258,0,0,1,0
CLT0780,South Africa,Medium,0,Real Estate,42035.02,8,99,35.38,4,0.328,0,2,0,2
CLT0781,British Virgin Islands,High,0,Finance,54679.53,21,38,119.91,6,0.422,0,2,1,2
CLT0782,Sweden,Low,1,Construction,55134.2,19,92,49.94,6,0.056,0,1,0,1
CLT0783,Austria,Low,0,Mining,28334.65,6,13,181.63,12,0.189,3,1,1,2
CLT0784,New Zealand,Low,0,Technology,26734.07,21,76,29.31,3,0.311,1,0,1,0
CLT0785,Nigeria,High,1,Legal,93578.44,8,22,354.46,14,0.227,1,2,1,2
CLT0786,Venezuela,High,0,Retail,17399.8,25,2,724.99,2,0.107,0,0,1,0
CLT0787,India,Medium,0,Retail,51896.93,25,93,46.5,9,0.249,0,2,1,1
CLT0788,USA,Low,0,Healthcare,25733.83,28,77,27.85,8,0.387,0,0,0,0
CLT0789,Hong Kong,Medium,0,Legal,93284.37,28,99,78.52,14,0.743,0,1,0,2
CLT0790,New Zealand,Low,0,Finance,315800.01,22,13,2024.36,4,0.473,0,0,1,0
CLT0791,Russia,High,0,Energy,335731.38,20,57,490.84,6,0.322,2,0,0,2
CLT0792,UK,Low,0,Real Estate,414130.45,4,34,1015.03,3,0.256,0,2,1,1
CLT0793,Saudi Arabia,Medium,0,Finance,36274.16,25,19,159.1,11,0.454,0,1,0,1
CLT0794,Saudi Arabia,Medium,0,Real Estate,41147.96,20,9,381.0,8,0.253,2,1,0,2
CLT0795,UAE,Medium,0,Trading,8924.64,24,95,7.83,3,0.405,2,0,1,1
CLT0796,Sweden,Low,0,Trading,35816.95,9,33,90.45,2,0.146,0,2,1,0
CLT0797,New Zealand,Low,0,Legal,37787.86,5,27,116.63,7,0.125,0,1,1,0
CLT0798,Iran,High,0,Legal,23724.86,29,45,43.93,14,0.245,0,0,1,1
CLT0799,North Korea,High,1,Retail,23560.11,6,2,981.67,3,0.084,0,1,1,1
CLT0800,Mexico,Medium,0,Technology,4691.24,19,79,4.95,13,0.199,1,0,1,1
CLT0801,Japan,Low,0,Healthcare,7999.47,12,83,8.03,9,0.276,1,1,1,0
CLT0802,North Korea,High,0,Technology,64011.33,5,57,93.58,3,0.295,0,0,1,0
CLT0803,Saudi Arabia,Medium,0,Finance,67718.18,5,95,59.4,8,0.272,1,0,1,1
CLT0804,China,Medium,0,Retail,123572.56,30,57,180.66,2,0.023,0,1,1,0
CLT0805,North Korea,High,0,Real Estate,40605.48,18,16,211.49,9,0.252,0,1,1,2
CLT0806,Germany,Low,0,Energy,60930.03,26,79,64.27,1,0.588,0,1,0,0
CLT0807,New Zealand,Low,0,Construction,390726.98,6,6,5426.76,12,0.358,0,1,0,2
CLT0808,Luxembourg,Low,0,Mining,55306.67,9,14,329.21,3,0.093,1,0,1,0
CLT0809,Luxembourg,Low,0,Trading,23199.74,11,27,71.6,11,0.659,0,0,0,1
CLT0810,France,Low,1,Technology,10032.43,23,38,22.0,14,0.22,0,0,1,1
CLT0811,Netherlands,Low,0,Healthcare,198039.11,14,19,868.59,2,0.385,0,0,1,0
CLT0812,Sweden,Low,0,Energy,4651.69,24,37,10.48,13,0.278,3,0,1,1
CLT0813,Japan,Low,0,Energy,17023.88,2,4,354.66,14,0.26,2,1,0,2
CLT0814,British Virgin Islands,High,0,Trading,112181.01,27,58,161.18,13,0.118,1,0,1,2
CLT0815,North Korea,High,0,Mining,3429.5,29,90,3.18,12,0.096,0,1,0,1
CLT0816,Nigeria,High,0,Legal,23824.45,14,9,220.6,7,0.137,0,0,1,1
CLT0817,Panama,High,0,Energy,72674.89,25,40,151.41,5,0.143,0,0,0,1
CLT0818,British Virgin Islands,High,0,Finance,33691.25,19,15,187.17,8,0.201,0,0,1,1
CLT0819,North Korea,High,0,Finance,13711.18,10,4,285.65,2,0.214,0,0,1,1
CLT0820,Panama,High,0,Legal,24583.57,5,90,22.76,8,0.535,0,0,1,1
CLT0821,North Korea,High,0,Real Estate,203918.66,30,52,326.79,7,0.516,0,1,1,1
CLT0822,UK,Low,0,Retail,933845.31,23,18,4323.36,12,0.312,0,0,1,0
CLT0823,South Africa,Medium,0,Legal,73808.78,4,53,116.05,11,0.597,0,0,1,1
CLT0824,Germany,Low,0,Mining,3033.8,7,59,4.29,5,0.604,1,0,1,1
CLT0825,Denmark,Low,0,Finance,140386.33,24,99,118.17,2,0.213,0,0,1,0
CLT0826,USA,Low,1,Energy,33038.36,13,54,50.99,10,0.14,0,1,1,1
CLT0827,Denmark,Low,0,Finance,11578.04,10,41,23.53,11,0.39,0,0,1,0
CLT0828,North Korea,High,0,Construction,18026.36,30,60,25.04,7,0.215,3,0,1,2
CLT0829,Australia,Low,0,Retail,19212.48,10,93,17.22,10,0.474,0,0,1,0
CLT0830,Afghanistan,High,0,Healthcare,7213.64,4,88,6.83,4,0.306,0,2,1,1
CLT0831,Turkey,Medium,0,Construction,54469.54,16,4,1134.78,4,0.367,0,0,1,0
CLT0832,Japan,Low,0,Real Estate,929330.95,15,85,911.11,8,0.523,0,0,0,1
CLT0833,British Virgin Islands,High,1,Trading,11512.78,21,39,24.6,6,0.291,0,0,0,2
CLT0834,Sweden,Low,0,Construction,887372.86,11,7,10563.96,9,0.189,0,1,1,1
CLT0835,USA,Low,0,Real Estate,81811.66,19,23,296.42,11,0.293,0,0,1,0
CLT0836,British Virgin Islands,High,0,Real Estate,52086.13,21,85,51.06,2,0.104,0,0,1,1
CLT0837,UK,Low,0,Healthcare,36940.36,24,63,48.86,5,0.305,0,1,1,0
CLT0838,Canada,Low,0,Trading,17868.3,3,65,22.91,6,0.342,0,0,1,0
CLT0839,Germany,Low,0,Technology,92760.75,15,41,188.54,8,0.194,0,2,0,0
CLT0840,Panama,High,1,Legal,131002.09,16,89,122.66,4,0.374,0,0,0,2
CLT0841,Afghanistan,High,0,Energy,1575.43,14,95,1.38,11,0.176,2,0,1,2
CLT0842,Russia,High,0,Mining,2715692.41,29,44,5143.36,7,0.436,0,2,1,2
CLT0843,Panama,High,0,Mining,3958.1,5,45,7.33,11,0.477,0,0,0,2
CLT0844,USA,Low,0,Mining,27350.96,26,69,33.03,7,0.653,0,1,1,0
CLT0845,Brazil,Medium,0,Technology,1290.22,17,95,1.13,4,0.283,0,1,1,0
CLT0846,Austria,Low,0,Legal,40060.1,18,51,65.46,1,0.218,1,0,1,0
CLT0847,Denmark,Low,0,Mining,29965.57,19,65,38.42,3,0.609,1,0,1,0
CLT0848,Luxembourg,Low,0,Legal,27790.79,1,54,42.89,2,0.272,1,0,1,0
CLT0849,Sweden,Low,1,Energy,94513.74,29,56,140.65,13,0.248,0,0,0,1
CLT0850,Mexico,Medium,1,Mining,41534.61,27,94,36.82,13,0.19,2,0,1,2
CLT0851,Russia,High,0,Trading,134272.72,28,82,136.46,12,0.621,0,1,1,2
CLT0852,Canada,Low,0,Real Estate,9358.16,27,72,10.83,3,0.457,0,0,1,0
CLT0853,Russia,High,0,Mining,67243.45,25,90,62.26,5,0.45,0,1,1,1
CLT0854,Australia,Low,0,Legal,23213.25,9,40,48.36,11,0.696,0,0,1,1
CLT0855,UAE,Medium,0,Real Estate,34354.59,21,58,49.36,12,0.266,0,0,1,0
CLT0856,Saudi Arabia,Medium,0,Healthcare,89816.41,14,15,498.98,1,0.602,3,1,1,1
CLT0857,North Korea,High,0,Mining,28100.46,20,19,123.25,5,0.489,0,0,1,1
CLT0858,Canada,Low,0,Mining,51136.38,21,10,426.14,2,0.238,0,0,0,0
CLT0859,UK,Low,0,Construction,10600.24,20,88,10.04,14,0.325,0,2,0,1
CLT0860,USA,Low,0,Real Estate,309671.81,28,16,1612.87,4,0.654,0,0,1,0
CLT0861,Sweden,Low,0,Mining,178557.52,21,43,346.04,6,0.185,3,1,1,2
CLT0862,Cayman Islands,High,0,Trading,69562.11,23,31,186.99,9,0.466,1,0,1,2
CLT0863,Afghanistan,High,0,Energy,41606.43,11,16,216.7,10,0.105,0,0,1,1
CLT0864,Norway,Low,0,Real Estate,51197.33,24,80,53.33,6,0.617,0,0,1,0
CLT0865,British Virgin Islands,High,1,Energy,299849.23,2,28,892.41,10,0.192,1,1,1,2
CLT0866,New Zealand,Low,0,Retail,160557.65,20,62,215.8,13,0.248,0,2,1,1
CLT0867,South Africa,Medium,0,Legal,307511.11,24,20,1281.3,11,0.244,0,0,1,0
CLT0868,Austria,Low,0,Healthcare,35852.31,23,35,85.36,12,0.13,0,0,1,0
CLT0869,Mexico,Medium,1,Construction,123636.23,25,59,174.63,2,0.326,0,0,1,0
CLT0870,Switzerland,Low,0,Trading,356115.71,5,9,3297.37,8,0.357,3,0,1,2
CLT0871,India,Medium,0,Healthcare,14924.83,22,10,124.37,5,0.087,1,0,0,0
CLT0872,Russia,High,1,Construction,13581.12,27,45,25.15,9,0.301,0,0,0,2
CLT0873,Mexico,Medium,0,Healthcare,90473.0,24,82,91.94,10,0.215,0,0,1,0
CLT0874,Switzerland,Low,1,Healthcare,9391.75,15,15,52.18,9,0.303,0,0,1,0
CLT0875,Japan,Low,1,Finance,3929.48,12,30,10.92,4,0.578,0,2,1,1
CLT0876,India,Medium,1,Legal,348700.48,14,48,605.38,13,0.378,0,0,1,2
CLT0877,Norway,Low,0,Technology,452864.29,11,96,393.11,1,0.16,0,0,0,0
CLT0878,Norway,Low,0,Construction,10198.24,21,40,21.25,11,0.194,1,0,1,0
CLT0879,Denmark,Low,0,Trading,6988.49,30,91,6.4,14,0.537,0,1,1,1
CLT0880,Russia,High,0,Real Estate,22476.27,9,91,20.58,9,0.248,1,1,1,2
CLT0881,Venezuela,High,0,Healthcare,392076.61,20,83,393.65,9,0.1,0,1,1,1
CLT0882,Saudi Arabia,Medium,0,Healthcare,32334.57,8,74,36.41,8,0.067,0,0,1,0
CLT0883,Russia,High,0,Construction,69012.47,12,44,130.71,5,0.417,0,1,1,2
CLT0884,Austria,Low,0,Retail,97478.06,30,46,176.59,5,0.509,0,2,1,0
CLT0885,Germany,Low,0,Technology,77712.52,3,6,1079.34,10,0.073,3,0,0,2
CLT0886,Netherlands,Low,0,Healthcare,563040.43,21,24,1955.0,6,0.35,1,1,1,1
CLT0887,UAE,Medium,0,Mining,20336.31,15,73,23.21,1,0.329,0,1,1,1
CLT0888,Panama,High,0,Finance,51363.85,8,91,47.04,9,0.305,0,0,0,1
CLT0889,Myanmar,High,0,Energy,84849.85,26,7,1010.12,5,0.483,0,0,0,1
CLT0890,Panama,High,0,Finance,55631.59,28,6,772.66,7,0.066,0,0,1,0
CLT0891,China,Medium,0,Technology,9617.58,7,33,24.29,11,0.155,1,0,1,1
CLT0892,Turkey,Medium,0,Mining,6576.1,17,85,6.45,8,0.107,0,0,1,0
CLT0893,Saudi Arabia,Medium,0,Finance,6372.74,12,38,13.98,5,0.319,0,2,1,1
CLT0894,Netherlands,Low,0,Energy,177972.11,20,44,337.07,3,0.208,0,0,0,0
CLT0895,Luxembourg,Low,0,Real Estate,17490.19,18,17,85.74,6,0.369,1,0,1,0
CLT0896,Turkey,Medium,1,Legal,121044.36,18,31,325.39,7,0.003,0,0,1,1
CLT0897,North Korea,High,0,Real Estate,68194.18,29,37,153.59,13,0.09,0,0,1,1
CLT0898,British Virgin Islands,High,0,Legal,13873.2,15,11,105.1,14,0.517,0,1,0,2
CLT0899,South Africa,Medium,0,Retail,14402.42,23,92,13.05,4,0.319,0,0,1,0
CLT0900,Russia,High,0,Retail,73205.05,28,5,1220.08,9,0.15,3,0,1,2
CLT0901,Cayman Islands,High,0,Retail,67273.86,28,64,87.6,14,0.18,0,0,0,1
CLT0902,India,Medium,0,Finance,125247.66,3,76,137.33,11,0.626,0,0,1,1
CLT0903,Netherlands,Low,0,Retail,30144.06,19,3,837.34,4,0.267,0,1,1,0
CLT0904,China,Medium,0,Legal,16813.52,15,56,25.02,11,0.236,0,0,1,0
CLT0905,Brazil,Medium,0,Real Estate,70601.44,16,63,93.39,10,0.49,0,0,1,1
CLT0906,Brazil,Medium,0,Construction,503771.81,22,38,1104.76,2,0.13,0,0,1,0
CLT0907,South Africa,Medium,0,Healthcare,3586.68,22,54,5.54,9,0.268,2,0,1,0
CLT0908,Cayman Islands,High,1,Legal,18059.39,17,2,752.47,4,0.267,0,0,1,1
CLT0909,Netherlands,Low,0,Real Estate,145169.92,1,90,134.42,4,0.343,1,1,1,1
CLT0910,Switzerland,Low,0,Real Estate,82845.15,11,2,3451.88,10,0.653,2,0,1,2
CLT0911,Iran,High,0,Healthcare,148379.57,6,12,1030.41,1,0.042,2,0,1,1
CLT0912,Australia,Low,0,Mining,31429.98,23,40,65.48,14,0.307,0,0,0,1
CLT0913,Nigeria,High,0,Construction,5335.44,9,2,222.31,2,0.162,3,0,1,2
CLT0914,Mexico,Medium,0,Mining,734715.83,20,80,765.33,12,0.252,0,0,0,1
CLT0915,Hong Kong,Medium,0,Mining,304295.28,16,94,269.77,3,0.503,0,0,1,0
CLT0916,Iran,High,0,Real Estate,57741.58,30,57,84.42,7,0.353,2,0,0,2
CLT0917,Nigeria,High,0,Energy,16941.29,26,47,30.04,12,0.133,0,0,1,1
CLT0918,British Virgin Islands,High,0,Trading,28685.55,6,36,66.4,9,0.262,0,1,1,2
CLT0919,British Virgin Islands,High,1,Legal,84425.54,12,4,1758.87,12,0.082,1,0,1,2
CLT0920,Nigeria,High,0,Finance,41050.23,19,75,45.61,5,0.07,0,0,1,0
CLT0921,Singapore,Medium,0,Mining,58586.01,13,24,203.42,4,0.086,2,0,1,1
CLT0922,Hong Kong,Medium,0,Retail,670115.8,13,82,681.01,13,0.42,1,1,0,2
CLT0923,UAE,Medium,0,Finance,239309.46,27,91,219.15,2,0.268,0,0,1,0
CLT0924,Switzerland,Low,1,Technology,10340.59,4,62,13.9,14,0.505,0,0,1,1
CLT0925,New Zealand,Low,0,Energy,67196.64,9,2,2799.86,13,0.216,1,0,1,1
CLT0926,Germany,Low,0,Finance,27431.7,14,15,152.4,12,0.499,0,1,1,0
CLT0927,Cayman Islands,High,0,Healthcare,93612.08,14,75,104.01,14,0.113,0,1,0,2
CLT0928,Nigeria,High,0,Trading,54448.08,17,91,49.86,7,0.422,0,1,0,2
CLT0929,UK,Low,0,Construction,5134783.14,5,49,8732.62,6,0.483,0,0,0,1
CLT0930,Switzerland,Low,0,Healthcare,113993.02,27,87,109.19,12,0.272,0,1,1,0
CLT0931,Sweden,Low,0,Mining,48958.29,23,35,116.57,12,0.092,0,1,1,1
CLT0932,British Virgin Islands,High,1,Energy,950277.27,19,94,842.44,7,0.13,0,0,0,2
CLT0933,France,Low,0,Energy,81497.22,2,47,144.5,8,0.156,0,1,1,1
CLT0934,Iran,High,0,Mining,6135.91,13,24,21.31,9,0.372,0,2,1,2
CLT0935,Denmark,Low,0,Trading,49678.6,11,83,49.88,10,0.656,0,0,0,0
CLT0936,Denmark,Low,0,Real Estate,150325.0,2,60,208.78,5,0.061,2,1,1,1
CLT0937,Hong Kong,Medium,0,Finance,123846.01,1,93,110.97,11,0.301,0,0,1,1
CLT0938,Myanmar,High,0,Retail,270428.24,21,77,292.67,5,0.131,0,0,1,0
CLT0939,North Korea,High,0,Mining,75400.92,29,48,130.9,4,0.317,2,0,1,2
CLT0940,Mexico,Medium,0,Retail,67823.67,3,23,245.74,11,0.26,0,0,1,0
CLT0941,Cayman Islands,High,1,Finance,7304.8,27,12,50.73,3,0.369,0,2,1,2
CLT0942,Iran,High,0,Trading,592812.47,12,41,1204.9,13,0.334,0,1,0,2
CLT0943,Netherlands,Low,0,Real Estate,37857.89,7,29,108.79,7,0.333,1,0,1,1
CLT0944,British Virgin Islands,High,0,Construction,13776.2,1,70,16.4,13,0.451,0,1,1,2
CLT0945,Sweden,Low,1,Trading,3084381.88,9,51,5039.84,13,0.347,0,1,1,2
CLT0946,Switzerland,Low,0,Retail,744247.21,30,23,2696.55,5,0.277,0,0,1,0
CLT0947,France,Low,0,Energy,30588.41,18,31,82.23,7,0.487,1,0,1,0
CLT0948,Turkey,Medium,0,Energy,3565.26,24,21,14.15,2,0.424,0,1,1,0
CLT0949,Mexico,Medium,1,Technology,20379.66,26,24,70.76,9,0.29,1,1,1,2
CLT0950,Sweden,Low,1,Legal,639667.25,20,72,740.36,9,0.356,0,2,1,1
CLT0951,France,Low,0,Healthcare,78047.27,6,9,722.66,13,0.216,1,0,1,1
CLT0952,North Korea,High,0,Healthcare,7909.7,9,22,29.96,9,0.589,0,0,1,1
CLT0953,Cayman Islands,High,0,Mining,194069.63,23,4,4043.12,13,0.226,0,1,1,2
CLT0954,Sweden,Low,0,Retail,43704.79,8,77,47.3,13,0.163,2,0,1,1
CLT0955,Myanmar,High,0,Healthcare,22628.08,23,98,19.24,5,0.186,1,1,1,1
CLT0956,Venezuela,High,0,Healthcare,25355.2,18,3,704.31,14,0.47,3,0,1,2
CLT0957,Iran,High,1,Trading,424891.35,25,28,1264.56,10,0.372,0,0,1,2
CLT0958,Turkey,Medium,0,Construction,135938.05,15,90,125.87,12,0.093,0,0,0,1
CLT0959,New Zealand,Low,0,Retail,6444.06,1,98,5.48,9,0.352,2,0,1,1
CLT0960,Iran,High,0,Technology,103858.34,14,15,576.99,1,0.187,0,0,1,0
CLT0961,Singapore,Medium,0,Construction,70362.98,18,8,732.95,2,0.666,2,1,1,1
CLT0962,UK,Low,0,Technology,31868.98,19,48,55.33,10,0.062,0,0,0,0
CLT0963,India,Medium,0,Retail,34491.85,19,99,29.03,5,0.151,0,0,0,0
CLT0964,New Zealand,Low,0,Real Estate,16357.17,30,88,15.49,5,0.541,0,2,1,0
CLT0965,Afghanistan,High,1,Real Estate,22163.69,10,52,35.52,6,0.392,0,0,1,2
CLT0966,UAE,Medium,0,Healthcare,92464.97,20,55,140.1,14,0.321,0,0,1,0
CLT0967,Netherlands,Low,0,Mining,39483.78,21,37,88.93,8,0.228,0,0,1,0
CLT0968,Denmark,Low,0,Energy,135743.51,6,4,2827.99,12,0.331,0,1,1,1
CLT0969,Netherlands,Low,0,Trading,18444.67,17,55,27.95,1,0.089,0,0,1,0
CLT0970,North Korea,High,0,Healthcare,173033.75,14,12,1201.62,10,0.516,1,2,1,2
CLT0971,Mexico,Medium,0,Legal,430054.34,13,19,1886.2,12,0.226,0,0,1,1
CLT0972,India,Medium,0,Real Estate,59267.98,8,79,62.52,9,0.012,0,1,0,2
CLT0973,Hong Kong,Medium,0,Healthcare,130736.6,22,57,191.14,4,0.316,0,0,1,0
CLT0974,Hong Kong,Medium,0,Energy,138616.21,10,94,122.89,8,0.141,0,2,1,1
CLT0975,British Virgin Islands,High,0,Technology,28193.68,9,37,63.5,12,0.372,0,0,1,1
CLT0976,UAE,Medium,0,Technology,139392.29,5,76,152.84,13,0.42,0,1,0,2
CLT0977,Germany,Low,1,Finance,1992.9,23,83,2.0,12,0.337,0,1,1,1
CLT0978,Switzerland,Low,0,Trading,1096.8,27,98,0.93,5,0.267,1,1,1,0
CLT0979,USA,Low,0,Mining,36526.11,4,7,434.83,1,0.265,0,0,1,0
CLT0980,Brazil,Medium,1,Technology,154847.91,6,92,140.26,14,0.581,0,0,1,1
CLT0981,Austria,Low,0,Finance,52702.6,6,55,79.85,9,0.276,0,0,0,0
CLT0982,Germany,Low,0,Real Estate,183287.35,13,28,545.5,8,0.254,0,0,1,0
CLT0983,France,Low,1,Technology,9871.4,4,93,8.85,5,0.093,0,1,1,0
CLT0984,Mexico,Medium,0,Mining,225090.79,22,37,506.96,14,0.174,0,0,0,1
CLT0985,Canada,Low,1,Healthcare,689153.23,8,84,683.68,11,0.312,0,0,0,1
CLT0986,Brazil,Medium,1,Energy,21065.34,27,61,28.78,14,0.391,2,0,1,2
CLT0987,USA,Low,0,Legal,190326.85,5,75,211.47,4,0.187,2,2,1,1
CLT0988,Nigeria,High,0,Technology,61958.96,2,39,132.39,8,0.569,0,1,1,2
CLT0989,Norway,Low,0,Legal,116164.3,9,23,420.89,9,0.647,0,0,0,1
CLT0990,Myanmar,High,0,Legal,687087.79,11,52,1101.1,7,0.095,1,1,1,2
CLT0991,Venezuela,High,0,Legal,97826.9,20,84,97.05,4,0.303,1,1,1,2
CLT0992,South Africa,Medium,0,Construction,188464.17,20,84,186.97,7,0.239,1,1,1,1
CLT0993,Turkey,Medium,0,Legal,9004.08,11,11,68.21,6,0.186,0,0,0,0
CLT0994,China,Medium,0,Construction,179954.83,7,66,227.22,11,0.399,1,1,1,1
CLT0995,Denmark,Low,0,Energy,669985.08,26,13,4294.78,12,0.467,2,0,1,2
CLT0996,Nigeria,High,0,Legal,14984.16,14,77,16.22,3,0.215,0,1,1,1
CLT0997,Mexico,Medium,0,Finance,36881.5,26,41,74.96,10,0.137,1,0,0,1
CLT0998,Iran,High,0,Legal,167575.61,6,49,284.99,3,0.22,1,2,1,2
CLT0999,China,Medium,1,Retail,117204.58,30,15,651.14,1,0.316,0,1,1,0
CLT1000,China,Medium,1,Trading,7788.54,4,56,11.59,14,0.366,1,0,1,2
CLT1001,New Zealand,Low,0,Finance,76677.77,6,54,118.33,13,0.335,1,1,1,2
CLT1002,Norway,Low,1,Mining,36351.01,3,31,97.72,5,0.388,2,0,1,2
CLT1003,Germany,Low,0,Technology,14002.87,23,61,19.13,8,0.373,2,0,0,0
CLT1004,Saudi Arabia,Medium,0,Energy,458212.03,6,58,658.35,12,0.213,0,0,1,1
CLT1005,Norway,Low,0,Energy,60366.56,3,87,57.82,6,0.42,0,0,1,0
CLT1006,South Africa,Medium,0,Retail,261600.28,1,60,363.33,8,0.519,0,0,0,1
CLT1007,UK,Low,1,Retail,10299.81,28,53,16.19,7,0.11,2,1,1,1
CLT1008,Russia,High,0,Retail,144844.86,26,86,140.35,2,0.403,0,1,0,1
CLT1009,British Virgin Islands,High,0,Retail,294352.79,21,61,402.12,8,0.163,0,0,1,0
